Episode,Step,State_Moisture,State_Temperature,State_Sunlight,Action,Reward,Next_Moisture,Next_Temperature,Next_Sunlight,Epsilon
20,2,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.62
20,3,Optimal,Low,Low,Water Pump OFF,3,Dry,Low,Low,0.62
20,4,Dry,Low,Low,Water Pump OFF,-2,Optimal,Low,Low,0.62
20,5,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.62
20,6,Optimal,Low,Medium,Heater OFF,7,Optimal,Low,Medium,0.62
20,7,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.62
20,8,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.62
20,9,Optimal,Low,Medium,Water Pump OFF,7,Dry,Low,Medium,0.62
20,10,Dry,Low,Medium,Open shade curtains,4,Dry,Low,High,0.62
20,11,Dry,Low,High,Water Pump ON,0,Dry,Low,High,0.62
20,12,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.62
20,13,Dry,Low,High,Water Pump OFF,-2,Optimal,Low,High,0.62
20,14,Optimal,Low,High,Close shade curtains,3,Optimal,Low,Medium,0.62
20,15,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.62
20,16,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.62
20,17,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.62
20,18,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.62
20,19,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.62
20,20,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.62
20,21,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.62
20,22,Wet,Optimal,Medium,Do nothing,7,Wet,Optimal,Medium,0.62
20,23,Wet,Optimal,Medium,Heater ON,7,Wet,Optimal,Medium,0.62
20,24,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.62
20,25,Wet,Low,Medium,Water Pump OFF,4,Optimal,Low,Medium,0.62
20,26,Optimal,Low,Medium,Water Pump ON,7,Wet,Low,Medium,0.62
20,27,Wet,Low,Medium,Open shade curtains,4,Wet,Low,High,0.62
20,28,Wet,Low,High,Do nothing,0,Wet,Low,High,0.62
20,29,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.62
20,30,Wet,Low,Medium,Water Pump OFF,4,Optimal,Low,Medium,0.62
20,31,Optimal,Low,Medium,Do nothing,7,Optimal,Low,Medium,0.62
20,32,Optimal,Low,Medium,Water Pump OFF,7,Dry,Low,Medium,0.62
20,33,Dry,Low,Medium,Close shade curtains,4,Dry,Low,Low,0.62
20,34,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.62
20,35,Dry,Low,Low,Heater ON,0,Dry,Optimal,Low,0.62
20,36,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.62
20,37,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.62
20,38,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.62
20,39,Dry,Low,Low,Open shade curtains,0,Dry,Low,Medium,0.62
20,40,Dry,Low,Medium,Water Pump OFF,2,Optimal,Low,Medium,0.62
20,41,Optimal,Low,Medium,Heater ON,7,Optimal,Low,Medium,0.62
20,42,Optimal,Low,Medium,Heater OFF,7,Optimal,Low,Medium,0.62
20,43,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.62
20,44,Optimal,Low,Low,Water Pump ON,3,Wet,Low,Low,0.62
20,45,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.62
20,46,Optimal,Low,Low,Water Pump OFF,3,Dry,Low,Low,0.62
20,47,Dry,Low,Low,Water Pump OFF,-2,Optimal,Low,Low,0.62
20,48,Optimal,Low,Low,Water Pump OFF,3,Dry,Low,Low,0.62
20,49,Dry,Low,Low,Close shade curtains,0,Dry,Low,Low,0.62
20,50,Dry,Low,Low,Water Pump OFF,-2,Optimal,Low,Low,0.62
21,1,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.6
21,2,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.6
21,3,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.6
21,4,Dry,Optimal,High,Water Pump OFF,1,Dry,Optimal,High,0.6
21,5,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.6
21,6,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.6
21,7,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.6
21,8,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.6
21,9,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.6
21,10,Wet,Optimal,Medium,Heater ON,7,Wet,High,Medium,0.6
21,11,Wet,High,Medium,Heater ON,-1,Wet,High,Medium,0.6
21,12,Wet,High,Medium,Heater ON,-1,Wet,High,Medium,0.6
21,13,Wet,High,Medium,Open shade curtains,4,Wet,High,High,0.6
21,14,Wet,High,High,Water Pump OFF,0,Optimal,High,High,0.6
21,15,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.6
21,16,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.6
21,17,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.6
21,18,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.6
21,19,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.6
21,20,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.6
21,21,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.6
21,22,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.6
21,23,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Low,0.6
21,24,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.6
21,25,Dry,High,Low,Close shade curtains,0,Dry,High,Low,0.6
21,26,Dry,High,Low,Close shade curtains,0,Dry,High,Low,0.6
21,27,Dry,High,Low,Water Pump ON,0,Optimal,High,Low,0.6
21,28,Optimal,High,Low,Heater OFF,3,Optimal,Optimal,Low,0.6
21,29,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Low,0.6
21,30,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.6
21,31,Dry,High,Low,Heater OFF,0,Dry,Optimal,Low,0.6
21,32,Dry,Optimal,Low,Heater ON,3,Dry,High,Low,0.6
21,33,Dry,High,Low,Do nothing,0,Dry,High,Low,0.6
21,34,Dry,High,Low,Do nothing,0,Dry,High,Low,0.6
21,35,Dry,High,Low,Heater OFF,0,Dry,Optimal,Low,0.6
21,36,Dry,Optimal,Low,Heater ON,3,Dry,High,Low,0.6
21,37,Dry,High,Low,Water Pump ON,0,Optimal,High,Low,0.6
21,38,Optimal,High,Low,Heater OFF,3,Optimal,Optimal,Low,0.6
21,39,Optimal,Optimal,Low,Heater OFF,6,Optimal,Optimal,Low,0.6
21,40,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.6
21,41,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.6
21,42,Dry,Low,Low,Close shade curtains,0,Dry,Low,Low,0.6
21,43,Dry,Low,Low,Heater OFF,0,Dry,Optimal,Low,0.6
21,44,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.6
21,45,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.6
21,46,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.6
21,47,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.6
21,48,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.6
21,49,Wet,Optimal,Low,Heater ON,3,Wet,High,Low,0.6
21,50,Wet,High,Low,Heater ON,-5,Wet,High,Low,0.6
22,1,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.58
22,2,Wet,Optimal,Low,Water Pump ON,-2,Wet,Optimal,Low,0.58
22,3,Wet,Optimal,Low,Water Pump ON,-2,Wet,Optimal,Low,0.58
22,4,Wet,Optimal,Low,Water Pump ON,-2,Wet,Optimal,Low,0.58
22,5,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.58
22,6,Wet,Low,Low,Do nothing,0,Wet,Low,Low,0.58
22,7,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.58
22,8,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.58
22,9,Wet,Optimal,Low,Water Pump ON,-2,Wet,Optimal,Low,0.58
22,10,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,High,0.58
22,11,Optimal,Optimal,High,Heater ON,6,Optimal,High,Low,0.58
22,12,Optimal,High,Low,Heater OFF,3,Optimal,Optimal,Low,0.58
22,13,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Medium,0.58
22,14,Optimal,High,Medium,Do nothing,7,Optimal,High,Medium,0.58
22,15,Optimal,High,Medium,Water Pump ON,7,Wet,High,Medium,0.58
22,16,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.58
22,17,Wet,High,Medium,Water Pump OFF,4,Wet,High,Medium,0.58
22,18,Wet,High,Medium,Water Pump OFF,4,Optimal,High,Medium,0.58
22,19,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.58
22,20,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.58
22,21,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.58
22,22,Dry,Optimal,High,Close shade curtains,3,Dry,Optimal,Medium,0.58
22,23,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.58
22,24,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.58
22,25,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.58
22,26,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.58
22,27,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.58
22,28,Dry,Optimal,Low,Water Pump ON,3,Dry,Optimal,Low,0.58
22,29,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.58
22,30,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.58
22,31,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.58
22,32,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.58
22,33,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.58
22,34,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.58
22,35,Dry,Optimal,Medium,Close shade curtains,7,Dry,Optimal,Low,0.58
22,36,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.58
22,37,Dry,Optimal,Medium,Water Pump ON,7,Optimal,Optimal,Medium,0.58
22,38,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Low,0.58
22,39,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.58
22,40,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.58
22,41,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.58
22,42,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.58
22,43,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.58
22,44,Dry,Optimal,High,Open shade curtains,3,Dry,Optimal,High,0.58
22,45,Dry,Optimal,High,Open shade curtains,3,Dry,Optimal,High,0.58
22,46,Dry,Optimal,High,Open shade curtains,3,Dry,Optimal,High,0.58
22,47,Dry,Optimal,High,Heater OFF,3,Dry,Low,High,0.58
22,48,Dry,Low,High,Open shade curtains,0,Dry,Low,High,0.58
22,49,Dry,Low,High,Water Pump ON,0,Optimal,Low,High,0.58
22,50,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.58
23,1,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.56
23,2,Optimal,Low,Low,Heater ON,3,Optimal,Low,Low,0.56
23,3,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.56
23,4,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.56
23,5,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
23,6,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
23,7,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.56
23,8,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.56
23,9,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
23,10,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Medium,0.56
23,11,Optimal,Optimal,Medium,Heater ON,10,Optimal,Optimal,Medium,0.56
23,12,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.56
23,13,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.56
23,14,Dry,Optimal,High,Do nothing,3,Dry,Optimal,High,0.56
23,15,Dry,Optimal,High,Do nothing,3,Dry,Optimal,High,0.56
23,16,Dry,Optimal,High,Do nothing,3,Dry,Optimal,High,0.56
23,17,Dry,Optimal,High,Water Pump ON,3,Optimal,Optimal,High,0.56
23,18,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.56
23,19,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.56
23,20,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.56
23,21,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.56
23,22,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.56
23,23,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.56
23,24,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.56
23,25,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.56
23,26,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.56
23,27,Wet,Optimal,High,Water Pump ON,-2,Wet,Optimal,High,0.56
23,28,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.56
23,29,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.56
23,30,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Medium,0.56
23,31,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.56
23,32,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.56
23,33,Wet,Optimal,Low,Do nothing,3,Wet,Optimal,Low,0.56
23,34,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.56
23,35,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.56
23,36,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Low,0.56
23,37,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.56
23,38,Optimal,High,Low,Heater OFF,3,Optimal,Optimal,Low,0.56
23,39,Optimal,Optimal,Low,Water Pump OFF,6,Optimal,Optimal,Low,0.56
23,40,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.56
23,41,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.56
23,42,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.56
23,43,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.56
23,44,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.56
23,45,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.56
23,46,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.56
23,47,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.56
23,48,Wet,Low,Medium,Open shade curtains,4,Wet,Low,High,0.56
23,49,Wet,Low,High,Heater OFF,0,Wet,Optimal,High,0.56
23,50,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.56
24,1,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.54
24,2,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.54
24,3,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,High,0.54
24,4,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.54
24,5,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.54
24,6,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
24,7,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.54
24,8,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,9,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,Medium,0.54
24,10,Optimal,Low,Medium,Do nothing,7,Optimal,Low,Medium,0.54
24,11,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.54
24,12,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,13,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.54
24,14,Optimal,Low,High,Do nothing,3,Optimal,Low,High,0.54
24,15,Optimal,Low,High,Do nothing,3,Optimal,Low,High,0.54
24,16,Optimal,Low,High,Heater ON,3,Optimal,Optimal,High,0.54
24,17,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
24,18,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
24,19,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.54
24,20,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.54
24,21,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,22,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.54
24,23,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.54
24,24,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,25,Optimal,Low,Medium,Heater ON,7,Optimal,Low,Medium,0.54
24,26,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.54
24,27,Optimal,Low,High,Close shade curtains,3,Optimal,Low,Medium,0.54
24,28,Optimal,Low,Medium,Open shade curtains,7,Optimal,Low,High,0.54
24,29,Optimal,Low,High,Close shade curtains,3,Optimal,Low,High,0.54
24,30,Optimal,Low,High,Heater ON,3,Optimal,Optimal,High,0.54
24,31,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.54
24,32,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.54
24,33,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.54
24,34,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
24,35,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.54
24,36,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,37,Optimal,Low,Medium,Heater ON,7,Optimal,Optimal,Medium,0.54
24,38,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,39,Optimal,Low,Medium,Water Pump OFF,7,Dry,Low,Medium,0.54
24,40,Dry,Low,Medium,Close shade curtains,4,Dry,Low,Low,0.54
24,41,Dry,Low,Low,Heater OFF,0,Dry,Low,Low,0.54
24,42,Dry,Low,Low,Water Pump OFF,-2,Optimal,Low,Low,0.54
24,43,Optimal,Low,Low,Heater ON,3,Optimal,Optimal,Low,0.54
24,44,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.54
24,45,Optimal,Optimal,Medium,Water Pump ON,10,Optimal,Optimal,Medium,0.54
24,46,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.54
24,47,Optimal,Low,Medium,Do nothing,7,Optimal,Low,Medium,0.54
24,48,Optimal,Low,Medium,Water Pump ON,7,Wet,Low,Medium,0.54
24,49,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.54
24,50,Wet,Optimal,Medium,Heater ON,7,Wet,High,Medium,0.54
25,1,Wet,Low,High,Do nothing,0,Wet,Low,High,0.52
25,2,Wet,Low,High,Water Pump ON,-5,Wet,Low,High,0.52
25,3,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.52
25,4,Wet,Low,Medium,Open shade curtains,4,Wet,Low,High,0.52
25,5,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.52
25,6,Wet,Low,Medium,Heater ON,4,Wet,Low,Medium,0.52
25,7,Wet,Low,Medium,Water Pump OFF,4,Optimal,Low,Medium,0.52
25,8,Optimal,Low,Medium,Heater ON,7,Optimal,Optimal,Medium,0.52
25,9,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.52
25,10,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.52
25,11,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.52
25,12,Dry,Optimal,Medium,Close shade curtains,7,Dry,Optimal,Low,0.52
25,13,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.52
25,14,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Medium,0.52
25,15,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.52
25,16,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,High,0.52
25,17,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.52
25,18,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.52
25,19,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.52
25,20,Dry,Optimal,High,Heater ON,3,Dry,High,High,0.52
25,21,Dry,High,High,Do nothing,0,Dry,High,High,0.52
25,22,Dry,High,High,Heater OFF,0,Dry,Optimal,High,0.52
25,23,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.52
25,24,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.52
25,25,Dry,Optimal,High,Close shade curtains,3,Dry,Optimal,Medium,0.52
25,26,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.52
25,27,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.52
25,28,Optimal,Low,Medium,Heater OFF,7,Optimal,Low,Medium,0.52
25,29,Optimal,Low,Medium,Water Pump OFF,7,Dry,Low,Medium,0.52
25,30,Dry,Low,Medium,Heater OFF,4,Dry,Optimal,Medium,0.52
25,31,Dry,Optimal,Medium,Heater OFF,7,Dry,Low,Medium,0.52
25,32,Dry,Low,Medium,Heater OFF,4,Dry,Optimal,Medium,0.52
25,33,Dry,Optimal,Medium,Water Pump ON,7,Optimal,Optimal,Low,0.52
25,34,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
25,35,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
25,36,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
25,37,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.52
25,38,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.52
25,39,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.52
25,40,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.52
25,41,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.52
25,42,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.52
25,43,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.52
25,44,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.52
25,45,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.52
25,46,Wet,Optimal,Low,Heater ON,3,Wet,High,Low,0.52
25,47,Wet,High,Low,Open shade curtains,0,Wet,High,High,0.52
25,48,Wet,High,High,Heater OFF,0,Wet,High,Medium,0.52
25,49,Wet,High,Medium,Heater OFF,4,Wet,Optimal,Medium,0.52
25,50,Wet,Optimal,Medium,Heater OFF,7,Wet,Optimal,Medium,0.52
26,1,Optimal,Low,High,Heater OFF,3,Optimal,Optimal,High,0.5
26,2,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.5
26,3,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,Medium,0.5
26,4,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.5
26,5,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.5
26,6,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.5
26,7,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.5
26,8,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Low,0.5
26,9,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.5
26,10,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.5
26,11,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.5
26,12,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.5
26,13,Wet,Optimal,Low,Open shade curtains,3,Wet,Optimal,Medium,0.5
26,14,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.5
26,15,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.5
26,16,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.5
26,17,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.5
26,18,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.5
26,19,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.5
26,20,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.5
26,21,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.5
26,22,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.5
26,23,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.5
26,24,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.5
26,25,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.5
26,26,Dry,Optimal,Medium,Water Pump OFF,5,Dry,Optimal,Medium,0.5
26,27,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.5
26,28,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.5
26,29,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,High,0.5
26,30,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.5
26,31,Dry,Optimal,High,Close shade curtains,3,Dry,Optimal,Medium,0.5
26,32,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.5
26,33,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.5
26,34,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
26,35,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.5
26,36,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
26,37,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,High,0.5
26,38,Optimal,Low,High,Water Pump OFF,3,Dry,Low,High,0.5
26,39,Dry,Low,High,Water Pump OFF,-2,Optimal,Low,High,0.5
26,40,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.5
26,41,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.5
